subject,schedule,difficulty,habit,GroupName
ai & machine learning,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ai_MI
IoT,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Io_MI
Cloud Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cl_AA
DevOps,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_De_AB
Robotics,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ro_EA
Data Science,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
ai & machine learning,Evening,Beginner,Light reading; practice problems; reward session,Study_Ai_EB
Cybersecurity,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cy_AA
C#,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_C#_MB
Game Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ga_AI
C++,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C+_AI
PHP,Evening,Beginner,Light reading; practice problems; reward session,Study_Ph_EB
Bioinformatics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Bi_MB
Bioinformatics,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bi_EA
Rust,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Perl,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Pe_AI
Go,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Go_EA
Rust,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ru_MI
Mobile Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Mo_EA
TypeScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ty_MI
Dart,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
Data Science,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Ruby,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Haskell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ha_MA
C++,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C+_AB
PowerShell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Po_MB
PHP,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ph_AB
Prolog,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Pr_AI
Cloud Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cl_AA
Swift,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Sw_MA
Ruby,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ru_MB
JavaScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ja_MI
IoT,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Io_EA
JavaScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ja_EI
Swift,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Sw_MI
C#,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C#_AB
Java,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ja_MA
PHP,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ph_MI
Web Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_We_AI
Swift,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Sw_MB
Lisp,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Li_AI
DevOps,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_De_MI
Robotics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ro_AI
C#,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C#_MI
Quantum Computing,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Qu_MA
Web Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_We_EA
Java,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ja_MI
Perl,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Pe_AB
Embedded Systems,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Em_EI
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
Haskell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ha_EA
Perl,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Pe_EI
Ruby,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
PowerShell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Po_AA
Game Development,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ga_EA
Lisp,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Li_EI
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
Cybersecurity,Evening,Beginner,Light reading; practice problems; reward session,Study_Cy_EB
Rust,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
Embedded Systems,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Em_MA
Cloud Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cl_AA
Prolog,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Pr_MA
Bash,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ba_AB
Prolog,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Pr_MA
C,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C_EA
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
Java,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ja_AA
Data Science,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
Go,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Go_EI
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
Mobile Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Mo_EI
Elixir,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_El_MI
Perl,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pe_EA
Perl,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Pe_EI
Dart,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Da_AB
IoT,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Io_AI
ai & machine learning,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ai_MI
DevOps,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_De_AI
Python,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Py_AB
Prolog,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Pr_MI
TypeScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ty_AI
Go,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Go_EI
JavaScript,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ja_MB
JavaScript,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ja_AI
Data Science,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
C#,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C#_AI
DevOps,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_De_AB
Haskell,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ha_AB
Embedded Systems,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Em_MB
Bioinformatics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bi_AA
Cybersecurity,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Cy_MA
Bioinformatics,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bi_AA
Lisp,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Li_MI
Elixir,Evening,Intermediate,Revision; experimentation; peer discussion,Study_El_EI
C#,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C#_EI
Game Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ga_MB
Bash,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ba_EA
Lisp,Evening,Beginner,Light reading; practice problems; reward session,Study_Li_EB
Game Development,Evening,Beginner,Light reading; practice problems; reward session,Study_Ga_EB
Prolog,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pr_MB
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
Dart,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Da_AA
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Blockchain,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Bl_AA
PowerShell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Po_MA
Elixir,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_El_MI
TypeScript,Evening,Beginner,Light reading; practice problems; reward session,Study_Ty_EB
Lisp,Evening,Beginner,Light reading; practice problems; reward session,Study_Li_EB
C,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_C_MB
Ruby,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Elixir,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_El_MA
Game Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ga_AB
Data Science,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
Go,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Go_MA
Ruby,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Ruby,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Game Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ga_MA
Mobile Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Mo_MA
Kotlin,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ko_EI
Embedded Systems,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Em_AA
Lisp,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Li_EA
C,Evening,Beginner,Light reading; practice problems; reward session,Study_C_EB
Web Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_We_AA
Bash,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ba_AI
C,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C_EI
Rust,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ru_AA
Cybersecurity,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Cy_AB
TypeScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ty_EI
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
Prolog,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pr_EA
Lisp,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Li_EA
TypeScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ty_EI
Web Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_We_AI
Robotics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ro_AI
PowerShell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Po_MB
JavaScript,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ja_MA
PHP,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ph_AI
Dart,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
Python,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Py_EA
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
Robotics,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ro_MI
IoT,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Io_AI
C#,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_C#_AB
Mobile Development,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Mo_MA
Mobile Development,Evening,Beginner,Light reading; practice problems; reward session,Study_Mo_EB
Cybersecurity,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Cy_MA
DevOps,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_De_AB
Prolog,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pr_MB
IoT,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Io_MA
Dart,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
Cybersecurity,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Cy_EI
C++,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C+_EI
IoT,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Io_MA
ai & machine learning,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ai_AA
C#,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C#_EI
Haskell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ha_EA
C++,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C+_EA
C#,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C#_MI
Go,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Go_AI
Lisp,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Li_AA
C#,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C#_MA
PowerShell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Po_MB
Cybersecurity,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Cy_AI
Blockchain,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bl_EI
Data Science,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Da_MA
Swift,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Sw_AI
Blockchain,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Bl_MI
PHP,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ph_AA
C,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C_EA
Lisp,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Li_MI
Kotlin,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ko_MI
Python,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Py_EI
AR/VR,Evening,Beginner,Light reading; practice problems; reward session,Study_Ar_EB
PowerShell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Po_AA
Bioinformatics,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bi_EI
Embedded Systems,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Em_MA
Bash,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ba_AB
AR/VR,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ar_EA
C++,Evening,Intermediate,Revision; experimentation; peer discussion,Study_C+_EI
Java,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ja_MB
PHP,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ph_AA
Prolog,Evening,Beginner,Light reading; practice problems; reward session,Study_Pr_EB
JavaScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ja_EI
Lisp,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Li_AI
Elixir,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_El_MB
Kotlin,Evening,Beginner,Light reading; practice problems; reward session,Study_Ko_EB
Bash,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ba_EI
Cybersecurity,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cy_AA
Game Development,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ga_MB
PowerShell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Po_AA
C++,Afternoon,Advanced,Project work; collaboration; skill layering,Study_C+_AA
Robotics,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ro_MB
Kotlin,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ko_MB
C#,Evening,Beginner,Light reading; practice problems; reward session,Study_C#_EB
Quantum Computing,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Qu_MB
DevOps,Afternoon,Advanced,Project work; collaboration; skill layering,Study_De_AA
Bioinformatics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Bi_AI
Ruby,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
C,Evening,Beginner,Light reading; practice problems; reward session,Study_C_EB
C++,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C+_MA
Prolog,Evening,Beginner,Light reading; practice problems; reward session,Study_Pr_EB
Bash,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ba_MA
Mobile Development,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Mo_AI
IoT,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Io_AI
C++,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C+_MA
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
Mobile Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Mo_EI
PowerShell,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Po_AI
Rust,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ru_AB
Game Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ga_EI
Embedded Systems,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Em_MB
C#,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C#_MA
Game Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ga_AA
Blockchain,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bl_EA
Embedded Systems,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Em_EI
Swift,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Sw_AA
Robotics,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ro_AI
Dart,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Da_AI
Data Science,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
Java,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ja_AB
Elixir,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_El_MA
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Web Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_We_EI
Ruby,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ru_AI
AR/VR,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ar_EA
Perl,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pe_AA
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
Rust,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ru_AB
JavaScript,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ja_MA
Dart,Evening,Beginner,Light reading; practice problems; reward session,Study_Da_EB
TypeScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ty_EI
Web Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_We_MI
IoT,Evening,Beginner,Light reading; practice problems; reward session,Study_Io_EB
Swift,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Sw_MI
Mobile Development,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Mo_AB
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
Perl,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pe_EA
Kotlin,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ko_EI
PHP,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ph_MB
Elixir,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_El_MI
PHP,Evening,Beginner,Light reading; practice problems; reward session,Study_Ph_EB
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
Lisp,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Li_EA
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
Python,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Py_AI
Embedded Systems,Evening,Beginner,Light reading; practice problems; reward session,Study_Em_EB
Go,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Go_AB
IoT,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Io_AA
Lisp,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Li_EI
AR/VR,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ar_AI
Data Science,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
Python,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Py_MI
Haskell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ha_MB
Go,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Go_MA
Game Development,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ga_MI
C,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_C_MA
C,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C_AI
TypeScript,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ty_EA
Prolog,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Pr_AA
Java,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ja_MI
Haskell,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ha_MB
Dart,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
JavaScript,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ja_MA
Rust,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Ru_MA
Blockchain,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bl_EI
Robotics,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ro_EI
Elixir,Evening,Advanced,Self-assessment; mentoring; review loop,Study_El_EA
Perl,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pe_MB
Bash,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ba_EI
AR/VR,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ar_MB
TypeScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ty_MI
TypeScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ty_EI
Data Science,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
ai & machine learning,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ai_AI
Dart,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
Kotlin,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Ko_AB
Game Development,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ga_EI
TypeScript,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Ty_MI
Quantum Computing,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Qu_EA
Bioinformatics,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Bi_AB
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
AR/VR,Evening,Beginner,Light reading; practice problems; reward session,Study_Ar_EB
Blockchain,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bl_EA
ai & machine learning,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ai_MB
IoT,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Io_MB
PowerShell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Po_EA
Mobile Development,Evening,Beginner,Light reading; practice problems; reward session,Study_Mo_EB
ai & machine learning,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ai_EA
Swift,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Sw_EI
PowerShell,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Po_MA
Dart,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Da_EI
PHP,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ph_EI
Blockchain,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Bl_AI
TypeScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ty_EI
Bioinformatics,Evening,Beginner,Light reading; practice problems; reward session,Study_Bi_EB
C,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C_EA
Blockchain,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Bl_EA
Blockchain,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Bl_EI
PowerShell,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Po_EI
Embedded Systems,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Em_MI
PowerShell,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Po_EA
Go,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Go_MI
Cloud Computing,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Cl_EA
C,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_C_MI
Blockchain,dd,Advanced,Complex tasks; critical thinking; journaling ideas,Study_Bl_MA
C,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_C_AI
DevOps,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_De_MB
Perl,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Pe_MB
Robotics,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ro_EI
JavaScript,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Ja_MB
Ruby,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Ru_EA
Python,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Py_MB
Perl,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Pe_MI
Bash,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ba_AA
Embedded Systems,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Em_MB
Data Science,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_Da_MB
IoT,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Io_AI
Python,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Py_AI
Lisp,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Li_MI
JavaScript,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ja_EI
Game Development,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ga_AA
Elixir,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_El_MI
AR/VR,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ar_EI
Cloud Computing,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cl_AA
Data Science,dd,Intermediate,Deep study sessions; teach-back; Pomodoro,Study_Da_MI
Ruby,Evening,Beginner,Light reading; practice problems; reward session,Study_Ru_EB
Lisp,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Li_EI
C++,dd,Beginner,"Short, structured lessons; review notes; set goals",Study_C+_MB
Rust,Evening,Intermediate,Revision; experimentation; peer discussion,Study_Ru_EI
Haskell,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Ha_AA
Blockchain,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_Bl_AB
Kotlin,Afternoon,Intermediate,Apply knowledge; concept mapping; review walk,Study_Ko_AI
C++,Evening,Advanced,Self-assessment; mentoring; review loop,Study_C+_EA
Cybersecurity,Afternoon,Advanced,Project work; collaboration; skill layering,Study_Cy_AA
Elixir,Afternoon,Beginner,Interactive learning; group study; mini-recaps,Study_El_AB
Perl,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Pe_EA
Dart,Evening,Advanced,Self-assessment; mentoring; review loop,Study_Da_EA
